1819177,2023-07-21,1,Warta Poznań,0,Pogoń Szczecin,1,https://www.thesportsdb.com/images/media/event/thumb/ggrls51690792033.jpg
1819173,2023-07-21,1,Legia Warszawa,3,ŁKS Łódź,0,https://www.thesportsdb.com/images/media/event/thumb/mm60cj1687156257.jpg
1819176,2023-07-22,1,Stal Mielec,2,Cracovia Kraków,2,https://www.thesportsdb.com/images/media/event/thumb/o6nl6s1655758595.jpg
1819175,2023-07-22,1,Raków Częstochowa,3,Jagiellonia Białystok,0,https://www.thesportsdb.com/images/media/event/thumb/803f3l1655758600.jpg
1819174,2023-07-22,1,Piast Gliwice,1,Lech Poznań,2,https://www.thesportsdb.com/images/media/event/thumb/ipgv7x1655758661.jpg
1819170,2023-07-23,1,Górnik Zabrze,0,Radomiak Radom,2,https://www.thesportsdb.com/images/media/event/thumb/rwtacl1655758649.jpg
1819171,2023-07-23,1,Zagłębie Lubin,2,Ruch Chorzów,1,https://www.thesportsdb.com/images/media/event/thumb/paox581687156256.jpg
1819178,2023-07-23,1,Widzew Łódź,3,Puszcza Niepołomice,2,https://www.thesportsdb.com/images/media/event/thumb/xao1ch1687156257.jpg
1819172,2023-07-24,1,Korona Kielce,1,Śląsk Wrocław,1,https://www.thesportsdb.com/images/media/event/thumb/cvz5e41655758590.jpg
1819184,2023-07-28,2,Ruch Chorzów,2,ŁKS Łódź,0,https://www.thesportsdb.com/images/media/event/thumb/bredyi1687156258.jpg
1819186,2023-07-29,2,Warta Poznań,2,Górnik Zabrze,0,https://www.thesportsdb.com/images/media/event/thumb/gra9h51690792033.jpg
1819180,2023-07-29,2,Jagiellonia Białystok,4,Puszcza Niepołomice,1,https://www.thesportsdb.com/images/media/event/thumb/zhamno1687156257.jpg
1819187,2023-07-29,2,Śląsk Wrocław,1,Zagłębie Lubin,2,https://www.thesportsdb.com/images/media/event/thumb/4qklbs1655758643.jpg
1819185,2023-07-30,2,Stal Mielec,0,Piast Gliwice,0,https://www.thesportsdb.com/images/media/event/thumb/ekdnn21655758660.jpg
1819182,2023-07-30,2,Lech Poznań,2,Radomiak Radom,0,https://www.thesportsdb.com/images/media/event/thumb/maofnn1655758620.jpg
1819183,2023-07-30,2,Pogoń Szczecin,2,Widzew Łódź,1,https://www.thesportsdb.com/images/media/event/thumb/ea01av1687156258.jpg
1819189,2023-08-04,3,Jagiellonia Białystok,2,Widzew Łódź,1,https://www.thesportsdb.com/images/media/event/thumb/8vqv5m1687156259.jpg
1819195,2023-08-04,3,ŁKS Łódź,2,Korona Kielce,1,https://www.thesportsdb.com/images/media/event/thumb/5uw9pc1687156260.jpg
1819194,2023-08-05,3,Raków Częstochowa,2,Warta Poznań,2,https://www.thesportsdb.com/images/media/event/thumb/zqgu0p1690792033.jpg
1819188,2023-08-05,3,Górnik Zabrze,0,Piast Gliwice,0,https://www.thesportsdb.com/images/media/event/thumb/4k7hv51655758611.jpg
1819193,2023-08-05,3,Radomiak Radom,0,Cracovia Kraków,1,https://www.thesportsdb.com/images/media/event/thumb/8gbf041655758617.jpg
1819190,2023-08-06,3,Zagłębie Lubin,1,Lech Poznań,1,https://www.thesportsdb.com/images/media/event/thumb/adpvlu1655758594.jpg
1819191,2023-08-06,3,Legia Warszawa,3,Ruch Chorzów,0,https://www.thesportsdb.com/images/media/event/thumb/wmj67o1687156259.jpg
1819192,2023-08-07,3,Puszcza Niepołomice,1,Stal Mielec,0,https://www.thesportsdb.com/images/media/event/thumb/zle0kx1687156259.jpg
1819197,2023-08-11,4,Cracovia Kraków,2,Zagłębie Lubin,1,https://www.thesportsdb.com/images/media/event/thumb/6z1pei1655758692.jpg
